Object Type	SUBDATA Allowed	Key/Required Fields	Variable Name	Concise Variable Name	Type of Variable	Description
			TSMotorB:19		Real	'(Type 3) Trc2b: Second low voltage reconnection time delay, sec., (Type 1) Tthb: Thermal time constant, sec.'
			TSMotorB:20		Real	'(Type 1) Th1tb: Thermal protection trip start level, p.u. temperature'
			TSMotorB:21		Real	'(Type 1) Th2tb: Thermal protection trip completion level, p.u. temperature'
			TSMotorB:22		Real	'(Type 1) Tvb: Voltage measurement lag, sec.'
			TSMotorC:1		Real	'(Type 3) LFmc: Motor loading factor, (Type 1) LFmc: Motor loading factor'
			TSMotorC:2		Real	'(Type 3) Rsc: Stator resistance, p.u., (Type 1) CompPFc: Power Factor'
			TSMotorC:3		Real	'(Type 3) Lsc: Synchronous reactance, p.u., (Type 1) Vstallc: Stall voltage, p.u.'
			TSMotorC:4		Real	'(Type 3) Lpc: Transient reactance, p.u., (Type 1) Rstallc: Stall resistance, p.u.'
			TSMotorC:5		Real	'(Type 3) Lppc: Subtransient reactance, p.u., (Type 1) Xstallc: Stall reactance, p.u.'
			TSMotorC:6		Real	'(Type 3) Tpoc: Transient open circuit time constant, sec., (Type 1) Tstallc: Stall time delay, sec.'
			TSMotorC:7		Real	'(Type 3) Tppoc: Subtransient open circuit time constant, sec., (Type 1) Frstc: Fraction of load that can restart after stalling'
			TSMotorC:8		Real	'(Type 3) Hc: Inertia constant, sec., (Type 1) Vrstc: Voltage at which restart can occur, p.u.'
			TSMotorC:9		Real	'(Type 3) Etrqc: Mechanical torque exponent, (Type 1) Trstc: Restart time delay, sec.'
			TSMotorC:10		Real	'(Type 3) Vtr1c: First low voltage trip level, p.u. V, (Type 1) Fuvrc: Fraction of load with undervoltage relay protection'
			TSMotorC:11		Real	'(Type 3) Ttr1c: First low voltage trip delay time, sec., (Type 1) Vtr1c: First undervoltage trip level, p.u.'
			TSMotorC:12		Real	'(Type 3) Ftr1c: First low voltage trip fraction, (Type 1) Ttr1c: First undervoltage trip delay time, sec.'
			TSMotorC:13		Real	'(Type 3) Vrc1c: First low voltage reconnection level, p.u. V, (Type 1) Vtr2c: Second undervoltage trip level, p.u.'
			TSMotorC:14		Real	'(Type 3) Trc1c: First low voltage reconnection delay time, sec., (Type 1) Ttr2c: Second undervoltage trip delay time, sec.'
			TSMotorC:15		Real	'(Type 3) Vtr2c: Second low voltage trip level, p.u. V, (Type 1) Vc1offc: Contactor voltage at which tripping starts, p.u.'
			TSMotorC:16		Real	'(Type 3) Ttr2c: Second low voltage trip delay time, sec., (Type 1) Vc2offc: Contactor voltage at which tripping is complete, p.u.'
			TSMotorC:17		Real	'(Type 3) Ftr2c: Second low voltage trip fraction, (Type 1) Vc1onc: Contactor voltage at which reconnection is complete, p.u.'
			TSMotorC:18		Real	'(Type 3) Vrc2c: Second low voltage reconnection level, p.u. V, (Type 1) Vc2onc: Contactor voltage at which reconnection starts, p.u.'
			TSMotorC:19		Real	'(Type 3) Trc2c: Second low voltage reconnection time delay, sec., (Type 1) Tthc: Thermal time constant, sec.'
			TSMotorC:20		Real	'(Type 1) Th1tc: Thermal protection trip start level, p.u. temperature'
			TSMotorC:21		Real	'(Type 1) Th2tc: Thermal protection trip completion level, p.u. temperature'
			TSMotorC:22		Real	'(Type 1) Tvc: Voltage measurement lag, sec.'
			TSMotorD:1		Real	'(Type 3) LFmd: Motor loading factor, (Type 1) LFmd: Motor loading factor'
			TSMotorD:2		Real	'(Type 3) Rsd: Stator resistance, p.u., (Type 1) CompPFd: Power Factor'
			TSMotorD:3		Real	'(Type 3) Lsd: Synchronous reactance, p.u., (Type 1) Vstalld: Stall voltage, p.u.'
			TSMotorD:4		Real	'(Type 3) Lpd: Transient reactance, p.u., (Type 1) Rstalld: Stall resistance, p.u.'
			TSMotorD:5		Real	'(Type 3) Lppd: Subtransient reactance, p.u., (Type 1) Xstalld: Stall reactance, p.u.'
			TSMotorD:6		Real	'(Type 3) Tpod: Transient open circuit time constant, sec., (Type 1) Tstalld: Stall time delay, sec.'
			TSMotorD:7		Real	'(Type 3) Tppod: Subtransient open circuit time constant, sec., (Type 1) Frstd: Fraction of load that can restart after stalling'
			TSMotorD:8		Real	'(Type 3) Hd: Inertia constant, sec., (Type 1) Vrstd: Voltage at which restart can occur, p.u.'
			TSMotorD:9		Real	'(Type 3) Etrqd: Mechanical torque exponent, (Type 1) Trstd: Restart time delay, sec.'
			TSMotorD:10		Real	'(Type 3) Vtr1d: First low voltage trip level, p.u. V, (Type 1) Fuvrd: Fraction of load with undervoltage relay protection'
			TSMotorD:11		Real	'(Type 3) Ttr1d: First low voltage trip delay time, sec., (Type 1) Vtr1d: First undervoltage trip level, p.u.'
			TSMotorD:12		Real	'(Type 3) Ftr1d: First low voltage trip fraction, (Type 1) Ttr1d: First undervoltage trip delay time, sec.'
			TSMotorD:13		Real	'(Type 3) Vrc1d: First low voltage reconnection level, p.u. V, (Type 1) Vtr2d: Second undervoltage trip level, p.u.'
			TSMotorD:14		Real	'(Type 3) Trc1d: First low voltage reconnection delay time, sec., (Type 1) Ttr2d: Second undervoltage trip delay time, sec.'
			TSMotorD:15		Real	'(Type 3) Vtr2d: Second low voltage trip level, p.u. V, (Type 1) Vc1offd: Contactor voltage at which tripping starts, p.u.'
			TSMotorD:16		Real	'(Type 3) Ttr2d: Second low voltage trip delay time, sec., (Type 1) Vc2offd: Contactor voltage at which tripping is complete, p.u.'
			TSMotorD:17		Real	'(Type 3) Ftr2d: Second low voltage trip fraction, (Type 1) Vc1ond: Contactor voltage at which reconnection is complete, p.u.'
			TSMotorD:18		Real	'(Type 3) Vrc2d: Second low voltage reconnection level, p.u. V, (Type 1) Vc2ond: Contactor voltage at which reconnection starts, p.u.'
			TSMotorD:19		Real	'(Type 3) Trc2d: Second low voltage reconnection time delay, sec., (Type 1) Tthd: Thermal time constant, sec.'
			TSMotorD:20		Real	'(Type 1) Th1td: Thermal protection trip start level, p.u. temperature'
			TSMotorD:21		Real	'(Type 1) Th2td: Thermal protection trip completion level, p.u. temperature'
			TSMotorD:22		Real	'(Type 1) Tvd: Voltage measurement lag, sec.'
			TSMt		Real	'Mtypa: Motor A type'
			TSMt:1		Real	'Mtypb: Motor B type'
			TSMt:2		Real	'Mtypc: Motor C type'
			TSMt:3		Real	'Mtypd: Motor D type'
			TSP:1		Real	'P1e: Static load � exponent of first P term'
			TSP:2		Real	'P2e: Static load � exponent of second P term'
			TSPCoeff:1		Real	'P1c: Static load � coefficient of first P term'
			TSPCoeff:2		Real	'P2c: Static load � coefficient of second P term'
			TSQ:1		Real	'Q1e: Static load � exponent of first Q term'
			TSQ:2		Real	'Q2e: Static load � exponent of second Q term'
			TSQCoeff:1		Real	'Q1c: Static load � coefficient of first Q term'
			TSQCoeff:2		Real	'Q2c: Static load � coefficient of second Q term'
			TSRcomp		Real	'Rcmp: Transformer LTC compensating resistance, p.u.'
			TSSubIntervals		Integer	'Sub-Intervals'
			TSTdelay		Real	'Tdel: Time delay to initiate tap adjustment, sec.'
			TSTdelay:1		Real	'Tdelstep: Time delay between tap steps, sec.'
			TSVd:1		Real	'Vd1: Voltage below which electronic load decreases, p.u.'
			TSVd:2		Real	'Vd2: Voltage below which electronic load is zero, p.u.'
			TSXcomp		Real	'Xcmp: Transformer LTC compensating reactance, p.u.'
			XFFixedTap		Real	'Tfixhs: Transformer high side fixed tap, p.u.'
			XFFixedTap:1		Real	'Tfixls: Transformer low side fixed tap, p.u.'
			XFRegMax		Real	'Vmax: Maximum low-side voltage, p.u.'
			XFRegMin		Real	'Vmin: Minimum low-side voltage, p.u.'
			XFStep		Real	'step: Variable tap step size, p.u.'
			XFTapMax		Real	'Tmax: Maximum variable tap, p.u.'
			XFTapMin		Real	'Tmin: Minimum variable tap, p.u.'
LoadCharacteristic_CMPLDWNF
			AllLabels		String	'Labels (All)'
			BusName		String	'Name'
		*B*	BusName_NomVolt		String	'Name_Nominal kV'
		*2*	BusNum		Integer	'Number'
			Label		String	'Label'
		*3C*	LoadID		String	'ID'
			LoadMVR		Real	'Mvar'
			LoadMW		Real	'MW'
		*1A*	ObjectType		String	'Element Type'
			ObjectType:1		String	'Type'
			PowerFactor		Real	'PFs: Power factor of static load component'
			PowerFactor:1		Real	'PFel: Electronic load power factor'
			Selected		String	'Selected?'
			SOData		String	'Default Data Set'
			TSDeviceStatus		String	'Device Status'
			TSdPdFreq		Real	'Pfrq: Frequency sensitivity factor for P'
			TSdQdFreq		Real	'Qfrq: Frequency sensitivity factor for Q'
			TSFrac		Real	'FmA: Motor A fraction of load P'
			TSFrac:1		Real	'FmB: Motor B fraction of load P'
			TSFrac:2		Real	'FmC: Motor C fraction of load P'
			TSFrac:3		Real	'FmD: Motor D fraction of load P'
			TSFrac:4		Real	'Fel: Electronic load fraction of load P'
			TSFrac:5		Real	'frcel : Fraction of electronic load that recovers from low voltage trip'
			TSFullSupport		String	'Fully Supported'
			TSMotorA:1		Real	'(Type 3) LFma: Motor loading factor, (Type 1) LFma: Motor loading factor'
			TSMotorA:2		Real	'(Type 3) Rsa: Stator resistance, p.u., (Type 1) CompPFa: Power Factor'
			TSMotorA:3		Real	'(Type 3) Lsa: Synchronous reactance, p.u., (Type 1) Vstalla: Stall voltage, p.u.'
			TSMotorA:4		Real	'(Type 3) Lpa: Transient reactance, p.u., (Type 1) Rstalla: Stall resistance, p.u.'
			TSMotorA:5		Real	'(Type 3) Lppa: Subtransient reactance, p.u., (Type 1) Xstalla: Stall reactance, p.u.'
			TSMotorA:6		Real	'(Type 3) Tpoa: Transient open circuit time constant, sec., (Type 1) Tstalla: Stall time delay, sec.'
			TSMotorA:7		Real	'(Type 3) Tppoa: Subtransient open circuit time constant, sec., (Type 1) Frsta: Fraction of load that can restart after stalling'
			TSMotorA:8		Real	'(Type 3) Ha: Inertia constant, sec., (Type 1) Vrsta: Voltage at which restart can occur, p.u.'
			TSMotorA:9		Real	'(Type 3) Etrqa: Mechanical torque exponent, (Type 1) Trsta: Restart time delay, sec.'
			TSMotorA:10		Real	'(Type 3) Vtr1a: First low voltage trip level, p.u. V, (Type 1) Fuvra: Fraction of load with undervoltage relay protection'
			TSMotorA:11		Real	'(Type 3) Ttr1a: First low voltage trip delay time, sec., (Type 1) Vtr1a: First undervoltage trip level, p.u.'
			TSMotorA:12		Real	'(Type 3) Ftr1a: First low voltage trip fraction, (Type 1) Ttr1a: First undervoltage trip delay time, sec.'
			TSMotorA:13		Real	'(Type 3) Vrc1a: First low voltage reconnection level, p.u. V, (Type 1) Vtr2a: Second undervoltage trip level, p.u.'
			TSMotorA:14		Real	'(Type 3) Trc1a: First low voltage reconnection delay time, sec., (Type 1) Ttr2a: Second undervoltage trip delay time, sec.'
			TSMotorA:15		Real	'(Type 3) Vtr2a: Second low voltage trip level, p.u. V, (Type 1) Vc1offa: Contactor voltage at which tripping starts, p.u.'
			TSMotorA:16		Real	'(Type 3) Ttr2a: Second low voltage trip delay time, sec., (Type 1) Vc2offa: Contactor voltage at which tripping is complete, p.u.'
			TSMotorA:17		Real	'(Type 3) Ftr2a: Second low voltage trip fraction, (Type 1) Vc1ona: Contactor voltage at which reconnection is complete, p.u.'
			TSMotorA:18		Real	'(Type 3) Vrc2a: Second low voltage reconnection level, p.u. V, (Type 1) Vc2ona: Contactor voltage at which reconnection starts, p.u.'
			TSMotorA:19		Real	'(Type 3) Trc2a: Second low voltage reconnection time delay, sec., (Type 1) Ttha: Thermal time constant, sec.'
			TSMotorA:20		Real	'(Type 1) Th1ta: Thermal protection trip start level, p.u. temperature'
			TSMotorA:21		Real	'(Type 1) Th2ta: Thermal protection trip completion level, p.u. temperature'
			TSMotorA:22		Real	'(Type 1) Tva: Voltage measurement lag, sec.'
			TSMotorB:1		Real	'(Type 3) LFmb: Motor loading factor, (Type 1) LFmb: Motor loading factor'
			TSMotorB:2		Real	'(Type 3) Rsb: Stator resistance, p.u., (Type 1) CompPFb: Power Factor'
			TSMotorB:3		Real	'(Type 3) Lsb: Synchronous reactance, p.u., (Type 1) Vstallb: Stall voltage, p.u.'
			TSMotorB:4		Real	'(Type 3) Lpb: Transient reactance, p.u., (Type 1) Rstallb: Stall resistance, p.u.'
			TSMotorB:5		Real	'(Type 3) Lppb: Subtransient reactance, p.u., (Type 1) Xstallb: Stall reactance, p.u.'
			TSMotorB:6		Real	'(Type 3) Tpob: Transient open circuit time constant, sec., (Type 1) Tstallb: Stall time delay, sec.'
			TSMotorB:7		Real	'(Type 3) Tppob: Subtransient open circuit time constant, sec., (Type 1) Frstb: Fraction of load that can restart after stalling'
			TSMotorB:8		Real	'(Type 3) Hb: Inertia constant, sec., (Type 1) Vrstb: Voltage at which restart can occur, p.u.'
			TSMotorB:9		Real	'(Type 3) Etrqb: Mechanical torque exponent, (Type 1) Trstb: Restart time delay, sec.'
			TSMotorB:10		Real	'(Type 3) Vtr1b: First low voltage trip level, p.u. V, (Type 1) Fuvrb: Fraction of load with undervoltage relay protection'
			TSMotorB:11		Real	'(Type 3) Ttr1b: First low voltage trip delay time, sec., (Type 1) Vtr1b: First undervoltage trip level, p.u.'
			TSMotorB:12		Real	'(Type 3) Ftr1b: First low voltage trip fraction, (Type 1) Ttr1b: First undervoltage trip delay time, sec.'
			TSMotorB:13		Real	'(Type 3) Vrc1b: First low voltage reconnection level, p.u. V, (Type 1) Vtr2b: Second undervoltage trip level, p.u.'
			TSMotorB:14		Real	'(Type 3) Trc1b: First low voltage reconnection delay time, sec., (Type 1) Ttr2b: Second undervoltage trip delay time, sec.'
			TSMotorB:15		Real	'(Type 3) Vtr2b: Second low voltage trip level, p.u. V, (Type 1) Vc1offb: Contactor voltage at which tripping starts, p.u.'
			TSMotorB:16		Real	'(Type 3) Ttr2b: Second low voltage trip delay time, sec., (Type 1) Vc2offb: Contactor voltage at which tripping is complete, p.u.'
			TSMotorB:17		Real	'(Type 3) Ftr2b: Second low voltage trip fraction, (Type 1) Vc1onb: Contactor voltage at which reconnection is complete, p.u.'
			TSMotorB:18		Real	'(Type 3) Vrc2b: Second low voltage reconnection level, p.u. V, (Type 1) Vc2onb: Contactor voltage at which reconnection starts, p.u.'
			TSMotorB:19		Real	'(Type 3) Trc2b: Second low voltage reconnection time delay, sec., (Type 1) Tthb: Thermal time constant, sec.'
			TSMotorB:20		Real	'(Type 1) Th1tb: Thermal protection trip start level, p.u. temperature'
			TSMotorB:21		Real	'(Type 1) Th2tb: Thermal protection trip completion level, p.u. temperature'
			TSMotorB:22		Real	'(Type 1) Tvb: Voltage measurement lag, sec.'
			TSMotorC:1		Real	'(Type 3) LFmc: Motor loading factor, (Type 1) LFmc: Motor loading factor'
			TSMotorC:2		Real	'(Type 3) Rsc: Stator resistance, p.u., (Type 1) CompPFc: Power Factor'
			TSMotorC:3		Real	'(Type 3) Lsc: Synchronous reactance, p.u., (Type 1) Vstallc: Stall voltage, p.u.'
			TSMotorC:4		Real	'(Type 3) Lpc: Transient reactance, p.u., (Type 1) Rstallc: Stall resistance, p.u.'
			TSMotorC:5		Real	'(Type 3) Lppc: Subtransient reactance, p.u., (Type 1) Xstallc: Stall reactance, p.u.'
			TSMotorC:6		Real	'(Type 3) Tpoc: Transient open circuit time constant, sec., (Type 1) Tstallc: Stall time delay, sec.'
			TSMotorC:7		Real	'(Type 3) Tppoc: Subtransient open circuit time constant, sec., (Type 1) Frstc: Fraction of load that can restart after stalling'
			TSMotorC:8		Real	'(Type 3) Hc: Inertia constant, sec., (Type 1) Vrstc: Voltage at which restart can occur, p.u.'
			TSMotorC:9		Real	'(Type 3) Etrqc: Mechanical torque exponent, (Type 1) Trstc: Restart time delay, sec.'
			TSMotorC:10		Real	'(Type 3) Vtr1c: First low voltage trip level, p.u. V, (Type 1) Fuvrc: Fraction of load with undervoltage relay protection'
			TSMotorC:11		Real	'(Type 3) Ttr1c: First low voltage trip delay time, sec., (Type 1) Vtr1c: First undervoltage trip level, p.u.'
			TSMotorC:12		Real	'(Type 3) Ftr1c: First low voltage trip fraction, (Type 1) Ttr1c: First undervoltage trip delay time, sec.'
			TSMotorC:13		Real	'(Type 3) Vrc1c: First low voltage reconnection level, p.u. V, (Type 1) Vtr2c: Second undervoltage trip level, p.u.'
			TSMotorC:14		Real	'(Type 3) Trc1c: First low voltage reconnection delay time, sec., (Type 1) Ttr2c: Second undervoltage trip delay time, sec.'
			TSMotorC:15		Real	'(Type 3) Vtr2c: Second low voltage trip level, p.u. V, (Type 1) Vc1offc: Contactor voltage at which tripping starts, p.u.'
			TSMotorC:16		Real	'(Type 3) Ttr2c: Second low voltage trip delay time, sec., (Type 1) Vc2offc: Contactor voltage at which tripping is complete, p.u.'
			TSMotorC:17		Real	'(Type 3) Ftr2c: Second low voltage trip fraction, (Type 1) Vc1onc: Contactor voltage at which reconnection is complete, p.u.'
			TSMotorC:18		Real	'(Type 3) Vrc2c: Second low voltage reconnection level, p.u. V, (Type 1) Vc2onc: Contactor voltage at which reconnection starts, p.u.'
			TSMotorC:19		Real	'(Type 3) Trc2c: Second low voltage reconnection time delay, sec., (Type 1) Tthc: Thermal time constant, sec.'
			TSMotorC:20		Real	'(Type 1) Th1tc: Thermal protection trip start level, p.u. temperature'
			TSMotorC:21		Real	'(Type 1) Th2tc: Thermal protection trip completion level, p.u. temperature'
			TSMotorC:22		Real	'(Type 1) Tvc: Voltage measurement lag, sec.'
			TSMotorD:1		Real	'(Type 3) LFmd: Motor loading factor, (Type 1) LFmd: Motor loading factor'
			TSMotorD:2		Real	'(Type 3) Rsd: Stator resistance, p.u., (Type 1) CompPFd: Power Factor'
			TSMotorD:3		Real	'(Type 3) Lsd: Synchronous reactance, p.u., (Type 1) Vstalld: Stall voltage, p.u.'
			TSMotorD:4		Real	'(Type 3) Lpd: Transient reactance, p.u., (Type 1) Rstalld: Stall resistance, p.u.'
